label,type,size,summary
Software Assurance,ORG,7,"Software assurance (SwA) is defined as ""the level of confidence that software is free from vulnerabilities, either intentionally designed into the software or accidentally inserted at any time during its lifecycle, and that the software functions in the intended manner.""The main objective of software assurance is to ensure that the processes, procedures, and products used to produce and sustain the software conform to all requirements and standards specified to govern those processes, procedures, and products.  A secondary objective of software assurance is to ensure that the software-intensive systems we produce are more secure.  For such software-intensive systems, a preventive dynamic and static analysis of the potential vulnerabilities is required, and holistic, system-level understanding is recommended. As stated by Gary McGraw, ""Design flaws account for 50% of security problems. One can't find design defects by staring at code. A higher-level understanding is required. That's why architectural risk analysis plays an essential role in any solid software security program."""
Sony,ORG,3,"A son is a male offspring; a boy or man in relation to his parents. The female counterpart is a daughter.  From a biological perspective, a son constitutes a first degree relative."
Sun Microsystems,ORG,5,"Sun Microsystems, Inc. (Sun for short) was an American company that sold computers, computer components, software, and information technology services and created the Java programming language, the Solaris operating system, ZFS, the Network File System (NFS), and SPARC. Sun contributed significantly to the evolution of several key computing technologies, among them Unix, RISC processors, thin client computing, and virtualized computing. Sun was founded on February 24, 1982. At its height, the Sun headquarters were in Santa Clara, California (part of Silicon Valley), on the former west campus of the Agnews Developmental Center.
On April 20, 2009, it was announced that Oracle Corporation would acquire Sun for US$7.4 billion. The deal was completed on January 27, 2010.Sun products included computer servers and workstations built on its own RISC-based SPARC processor architecture, as well as on x86-based AMD Opteron and Intel Xeon processors. Sun also developed its own storage systems and a suite of software products, including the Solaris operating system, developer tools, Web infrastructure software, and identity management applications.  technologies included the Java platform and NFS. In general, Sun was a proponent of open systems, particularly Unix. It was also a major contributor to open-source software, as evidenced by its $1 billion purchase, in 2008, of MySQL, an open-source relational database management system. At various times, Sun had manufacturing facilities in several locations worldwide, including Newark, California; Hillsboro, Oregon; and Linlithgow, Scotland. However, by the time the company was acquired by Oracle, it had outsourced most manufacturing responsibilities."
System Center,ORG,2,"System Center Operations Manager (SCOM) is a cross-platform data center monitoring system for operating systems and hypervisors.  It uses a single interface that shows state, health and performance information of computer systems.  It also provides alerts generated according to some availability, performance, configuration or security situation being identified.  It works with Microsoft Windows Server and Unix-based hosts."
AOL,ORG,2,"AOL (stylized as Aol., formerly a company known as AOL Inc. and originally known as America Online) is an American web portal and online service provider based in New York City. It is a brand marketed by Verizon Media.
The service traces its history to an online service known as PlayNET, which hosted multi-player games for the Commodore 64. PlayNET licensed their software to a new service, Quantum Link (Q-Link), who went online in November 1985. PlayNET shut down shortly thereafter. The initial Q-Link service was similar to the original PlayNET, but over time Q-Link added many new services. When a new IBM PC client was released, the company focussed on the non-gaming services and launched it under the name America Online. The original Q-Link was shut down on November 1, 1995, while AOL grew to become the largest online service, displacing established players like CompuServe and The Source. By 1995, AOL had about 3 million active users.AOL was one of the early pioneers of the Internet in the mid-1990s, and the most recognized brand on the web in the United States. It originally provided a dial-up service to millions of Americans, as well as providing a web portal, e-mail, instant messaging and later a web browser following its purchase of Netscape. In 2001, at the height of its popularity, it purchased the media conglomerate Time Warner in the largest merger in U.S. history. AOL rapidly declined thereafter, partly due to the decline of dial-up and rise of broadband. AOL was eventually spun off from Time Warner in 2009, with Tim Armstrong appointed the new CEO. Under his leadership, the company invested in media brands and advertising technologies.
On June 23, 2015, AOL was acquired by Verizon Communications for $4.4 billion."
Apple,ORG,3,"In mathematics and computer science, apply is a function that applies functions to arguments. It is central to programming languages derived from lambda calculus, such as LISP and Scheme, and also in functional languages. It has a role in the study of the denotational semantics of computer programs, because it is a continuous function on complete partial orders. Apply is also a continuous function in homotopy theory, and, indeed underpins the entire theory: it allows a homotopy deformation to be viewed as a continuous path in the space of functions.  Likewise, valid mutations (refactorings) of computer programs can be seen as those that are ""continuous"" in the Scott topology.
The most general setting for apply is in category theory, where it is right adjoint to currying in closed monoidal categories. A special case of this are the Cartesian closed categories, whose internal language is simply typed lambda calculus."
Commission,ORG,2,
Computer Associates,ORG,2,"CA Technologies, formerly known as CA, Inc. and Computer Associates International, Inc., was an American multinational corporation headquartered in New York City. Since November 5, 2018, the company has been a subsidiary of Broadcom Inc.Prior to the Broadcom acquisition, CA was ranked as one of the largest independent software corporations in the world. The company creates systems software and applications software that run in mainframe, distributed computing, virtual machine, cloud computing environments, mobile devices and the Internet of Things (IoT).
The company had been a provider of anti-virus and Internet security commercial software programs for personal computers. Today, it is primarily known for its business-to-business (B2B) software with a product portfolio focused on agile software development, DevOps and computer security software spanning across a wide range of environments such as mainframe, distributed computing, cloud computing and mobile devices. CA Technologies states that its computer software products are used by ""a majority of the Fortune Global 500 companies, government organizations, educational institutions, and thousands of other companies in diverse industries worldwide.""CA Technologies maintains offices in more than 40 countries and employs approximately 11,300 people. CA holds more than 1,500 patents worldwide, and has more than 900 patent applications pending. It was headquartered on Long Island for most of its history, at first Jericho, NY and Garden City in Nassau County, then Suffolk County for 22 years in Islandia before moving to Manhattan in June 2014. It was once the second-largest software company in the United States.
The company avoided indictment for involvement in the 35 day month accounting scandal by reaching a deferred-prosecution agreement with the government in 2004 in which it agreed to pay $225 million in shareholder restitution.The company markets nearly 200 software products. Some of the best known are ACF2, TopSecret (security), Datacom (database), Easytrieve (report generator), IDMS (database management), InterTest (debugging), Librarian, Panvalet (library management), and TLMS (tape library management)."
Corel,ORG,2,"Corals are marine invertebrates within the class Anthozoa of the phylum Cnidaria. They typically live in compact colonies of many identical individual polyps. Corals species include the important reef builders that inhabit tropical oceans and secrete calcium carbonate to form a hard skeleton.
A coral ""group"" is a colony of myriad genetically identical polyps. Each polyp is a sac-like animal typically only a few millimeters in diameter and a few centimeters in length. A set of tentacles surround a central mouth opening. An exoskeleton is excreted near the base. Over many generations, the colony thus creates a large skeleton characteristic of the species. Individual heads grow by asexual reproduction of polyps. Corals also breed sexually by spawning: polyps of the same species release gametes simultaneously over a period of one to several nights around a full moon.
Although some corals are able to catch small fish and plankton using stinging cells on their tentacles, most corals obtain the majority of their energy and nutrients from photosynthetic unicellular dinoflagellates in the genus Symbiodinium that live within their tissues. These are commonly known as zooxanthellae. Such corals require sunlight and grow in clear, shallow water, typically at depths less than 60 metres (200 ft). Corals are major contributors to the physical structure of the coral reefs that develop in tropical and subtropical waters, such as the Great Barrier Reef off the coast of Queensland, Australia.
Other corals do not rely on zooxanthellae and can live in much deeper water, with the cold-water genus Lophelia surviving as deep as 3,300 metres (10,800 ft). Some have been found as far north as the Darwin Mounds, northwest of Cape Wrath, Scotland, and others off the coast of Washington State and the Aleutian Islands."
Dell,ORG,3,"Del, or nabla, is an operator used in mathematics, in particular in vector calculus, as a vector differential operator, usually represented by the nabla symbol ∇.  When applied to a function defined on a one-dimensional domain, it denotes its standard derivative as defined in calculus. When applied to a field (a function defined on a multi-dimensional domain), it may denote the gradient (locally steepest slope) of a scalar field (or sometimes of a vector field, as in the Navier–Stokes equations), the divergence of a vector field, or the curl (rotation) of a vector field, depending on the way it is applied.
Strictly speaking, del is not a specific operator, but rather a convenient mathematical notation for those three operators, that makes many equations easier to write and remember.  The del symbol can be interpreted as a vector of partial derivative operators, and its three possible meanings—gradient, divergence, and curl—can be formally viewed as the product with a scalar, a dot product, and a cross product, respectively, of the del ""operator"" with the field. These formal products do not necessarily commute with other operators or products.  These three uses, detailed below, are summarized as:

Gradient: 
  
    
      
        grad
        ⁡
        f
        =
        ∇
        f
      
    
    {\displaystyle \operatorname {grad} f=\nabla f}
  
Divergence: 
  
    
      
        div
        ⁡
        
          
            
              v
              →
            
          
        
        =
        ∇
        ⋅
        
          
            
              v
              →
            
          
        
      
    
    {\displaystyle \operatorname {div} {\vec {v}}=\nabla \cdot {\vec {v}}}
  
Curl: 
  
    
      
        curl
        ⁡
        
          
            
              v
              →
            
          
        
        =
        ∇
        ×
        
          
            
              v
              →
            
          
        
      
    
    {\displaystyle \operatorname {curl} {\vec {v}}=\nabla \times {\vec {v}}}"
EDD,ORG,3,
Entertainment Devices Division,ORG,4,
Forefront Security,ORG,2,"Microsoft Forefront Threat Management Gateway (Forefront TMG), formerly known as Microsoft Internet Security and Acceleration Server (ISA Server), is a network router, firewall, antivirus program, VPN server and web cache from Microsoft Corporation. It runs on Windows Server and works by inspecting all network traffic that passes through it."
General Counsel,ORG,2,"A general counsel, chief counsel, or chief legal officer (CLO) is the chief lawyer of a legal department, usually in a company or a governmental department.
In a company, the person holding the position typically reports directly to the CEO, and their duties involve overseeing and identifying the legal issues in all departments and their interrelation, including engineering, design, marketing, sales, distribution, credit, finance, human resources and production, as well as corporate governance and business policy. This would naturally require in most cases reporting directly to the owner or CEO overseeing the very business on which the CLO is expected to be familiar with and advise on the most confidential level.  This requires the CLO/general counsel to work closely with each of the other officers, and their departments, to appropriately be aware and advise.Historically, general counsel often handled administrative tasks while outside lawyers in private practice handled more complex legal work. Since the 1980s, however, the general counsel position has become increasingly prominent in multinational companies, often directly advising the board of directors in place of outside lawyers. General counsel are now often among the most highly paid executives of major American corporations, and prominent American government lawyers and law firm partners are often hired for general counsel roles at prominent companies. Similar trends are also being seen in the United Kingdom and other countries.General counsel often have broad roles encompassing crisis management, compliance reporting management and public policy advocacy. Many companies also hire in-house counsel to handle specialized tasks such as tax work, mergers and acquisitions, labor law and intellectual property, sometimes building in-house practice groups that rival the practices of major law firms."
Google,ORG,3,"Google LLC is an American multinational technology company that specializes in Internet-related services and products, which include online advertising technologies, search engine, cloud computing, software, and hardware. It is considered one of the Big Four technology companies, alongside Amazon, Apple, and Facebook.Google was founded in September 1998 by Larry Page and Sergey Brin while they were Ph.D. students at Stanford University in California. Together they own about 14 percent of its shares and control 56 percent of the stockholder voting power through supervoting stock. They incorporated Google as a California privately held company on September 4, 1998, in California. Google was then reincorporated in Delaware on October 22, 2002. An initial public offering (IPO) took place on August 19, 2004, and Google moved to its headquarters in Mountain View, California, nicknamed the  Googleplex. In August 2015, Google announced plans to reorganize its various interests as a conglomerate called Alphabet Inc. Google is Alphabet's leading subsidiary and will continue to be the umbrella company for Alphabet's Internet interests. Sundar Pichai was appointed CEO of Google, replacing Larry Page who became the CEO of Alphabet.
The company's rapid growth since incorporation has triggered a chain of products, acquisitions, and partnerships beyond Google's core search engine (Google Search). It offers services designed for work and productivity (Google Docs, Google Sheets, and Google Slides), email (Gmail), scheduling and time management (Google Calendar), cloud storage (Google Drive), instant messaging and video chat (Duo, Hangouts), language translation (Google Translate), mapping and navigation (Google Maps, Waze, Google Earth, Street View), video sharing (YouTube), note-taking (Google Keep), and photo organizing and editing (Google Photos). The company leads the development of the Android mobile operating system, the Google Chrome web browser, and Chrome OS, a lightweight operating system based on the Chrome browser. Google has moved increasingly into hardware; from 2010 to 2015, it partnered with major electronics manufacturers in the production of its Nexus devices, and it released multiple hardware products in October 2016, including the Google Pixel smartphone, Google Home smart speaker, Google Wifi mesh wireless router, and Google Daydream virtual reality headset. Google has also experimented with becoming an Internet carrier (Google Fiber, Google Fi, and Google Station).Google.com is the most visited website in the world. Several other Google services also figure in the top 100 most visited websites, including YouTube and Blogger. Google was the most valuable brand in the world as of 2017, but has received significant criticism involving issues such as privacy concerns, tax avoidance, antitrust, censorship, and search neutrality. Google's mission statement is ""to organize the world's information and make it universally accessible and useful"". The company's unofficial slogan ""Don't be evil"" was removed from the company's code of conduct around May 2018, but reinstated by July 31, 2018."
Group,ORG,4,
Human Resources,ORG,2,"Human resources describes the people who make up the workforce of an organization, industry,business sector, or economy. ""Human capital"" is sometimes used synonymously with ""human resources"", although human capital typically refers to a narrower effect (i.e., the knowledge the individuals embody and economic growth). Likewise, other terms sometimes used include manpower, talent, labour, personnel, ""associates"" or simply people.
A human-resources department (HR department) of an organization performs human resource management, overseeing various aspects of employment, such as compliance with labor law and employment standards, administration of employee benefits, organizing of employees files with the required documents for future reference, and some aspects of recruitment."
IBM,ORG,13,"The International Business Machines Corporation (IBM) is an American multinational information technology company headquartered in Armonk, New York, with operations in over 170 countries. The company began in 1911, founded in Endicott, New York, as the Computing-Tabulating-Recording Company (CTR) and was renamed ""International Business Machines"" in 1924. IBM is incorporated in New York.IBM produces and sells computer hardware, middleware and software, and provides hosting and consulting services in areas ranging from mainframe computers to nanotechnology. IBM is also a major research organization, holding the record for most U.S. patents generated by a business (as of 2020) for 27 consecutive years. Inventions by IBM include the automated teller machine (ATM), the floppy disk, the hard disk drive, the magnetic stripe card, the relational database, the SQL programming language, the UPC barcode, and dynamic random-access memory (DRAM). The IBM mainframe, exemplified by the System/360, was the dominant computing platform during the 1960s and 1970s.
IBM has continually shifted business operations by focusing on higher-value, more profitable markets. This includes spinning off printer manufacturer Lexmark in 1991 and the sale of personal computer (ThinkPad/ThinkCentre) and x86-based server businesses to Lenovo (in 2005 and 2014, respectively), and acquiring companies such as PwC Consulting (2002), SPSS (2009), The Weather Company (2016), and Red Hat (2019). Also in 2015, IBM announced that it would go ""fabless"", continuing to design semiconductors, but offloading manufacturing to GlobalFoundries.
Nicknamed Big Blue, IBM is one of 30 companies included in the Dow Jones Industrial Average and one of the world's largest employers, with (as of 2018) over 350,000 employees, known as ""IBMers"". At least 70% of IBMers are based outside the United States, and the country with the largest number of IBMers is India. IBM employees have been awarded five Nobel Prizes, six Turing Awards, ten National Medals of Technology (USA) and five National Medals of Science (USA)."
Information Systems Division,ORG,2,"Not to be confused with the Criminal Justice Information Services of Scotland.The Criminal Justice Information Services Division (or tlets-1691064) is a division of the United States Federal Bureau of Investigation (FBI) located in Clarksburg, Harrison County, West Virginia. The CJIS was established in February 1992 and is the largest division in the FBI.The FBI CJIS is a high-tech hub providing state-of-the-art tools and services to law enforcement, national security/intelligence community partners, and the general public."
International Paper,ORG,2,"The International Paper Company (NYSE: IP) is an American pulp and paper company, the largest such company in the world. It has approximately 56,000 employees, and is headquartered in Memphis, Tennessee."
Linux,ORG,7,
Live Search,ORG,2,"Bing is a web search engine owned and operated by Microsoft. The service has its origins in Microsoft's previous search engines: MSN Search, Windows Live Search and later Live Search. Bing provides a variety of search services, including web, video, image and map search products. It is developed using ASP.NET.
Bing, Microsoft's replacement for Live Search, was unveiled by Microsoft CEO Steve Ballmer on May 28, 2009, at the All Things Digital conference in San Diego, California, for release on June 3, 2009. Notable new features at the time included the listing of search suggestions while queries are entered and a list of related searches (called ""Explore pane"") based on semantic technology from Powerset, which Microsoft had acquired in 2008.In July 2009, Microsoft and Yahoo! announced a deal in which Bing would power Yahoo! Search. All Yahoo! Search global customers and partners made the transition by early 2012. The deal was altered in 2015, meaning Yahoo! was only required to use Bing for a ""majority"" of searches.In October 2011, Microsoft stated that they were working on new back-end search infrastructure with the goal of delivering faster and slightly more relevant search results for users. Known as ""Tiger"", the new index-serving technology had been incorporated into Bing globally since August that year. In May 2012, Microsoft announced another redesign of its search engine that includes ""Sidebar"", a social feature that searches users' social networks for information relevant to the search query.As of October 2018, Bing is the third largest search engine globally, with a query volume of 4.58%, behind Google (77%) and Baidu (14.45%). Yahoo! Search, which Bing largely powers, has 2.63%."
MBD,ORG,3,
MSN,ORG,4,"MSN (stylized in all lowercase) is a web portal and related collection of Internet services and apps for Windows and mobile devices, provided by Microsoft and launched on August 24, 1995, the same release date as Windows 95.The Microsoft Network was initially a subscription-based dial-up online service that later became an Internet service provider named MSN Dial-up. At the same time, the company launched a new web portal named Microsoft Internet Start and set it as the first default home page of Internet Explorer, its web browser. In 1998, Microsoft renamed and moved this web portal to the domain name www.msn.com, where it has remained.In addition to its original MSN Dial-up service, Microsoft has used the 'MSN' brand name for a wide variety of products and services over the years, notably Hotmail (later Outlook.com), Messenger (which was once synonymous with 'MSN' in Internet slang and has now been replaced by Skype), and its web search engine, which is now Bing, and several other rebranded and discontinued services.
The current website and suite of apps offered by MSN was first introduced by Microsoft in 2014 as part of a complete redesign and relaunch. MSN is based in the United States and offers international versions of its portal for dozens of countries around the world."
MSN Internet Access,ORG,2,"MSN Dial-up is an Internet service provider operated by Microsoft in the United States and formerly also in several other countries. Originally named The Microsoft Network, it debuted as a proprietary online service on August 24, 1995, to coincide with the release of Windows 95. In 1996 and 1997, a revised web-based version of the ISP was an early experiment at interactive multimedia content on the Internet.
Microsoft renamed the service MSN Internet Access in 1998, focusing its main 'MSN' brand on its web portal of the same name, MSN.com. Today, the company still provides dial-up Internet access under the name 'MSN Dial-up' for those who cannot access high-speed broadband. For several years, MSN was the second largest dial-up ISP in the United States behind longtime leader AOL, but very few people in the U.S. still rely on dial-up.Along with dial-up service, MSN provides its subscribers with an @msn.com email account to use with Outlook.com and security software such as firewall and anti-virus programs. It also offers these extra features as a standalone subscription service for users of broadband Internet access named 'MSN Premium'."
MSN Premium Web Services,ORG,2,"MSN (stylized in all lowercase) is a web portal and related collection of Internet services and apps for Windows and mobile devices, provided by Microsoft and launched on August 24, 1995, the same release date as Windows 95.The Microsoft Network was initially a subscription-based dial-up online service that later became an Internet service provider named MSN Dial-up. At the same time, the company launched a new web portal named Microsoft Internet Start and set it as the first default home page of Internet Explorer, its web browser. In 1998, Microsoft renamed and moved this web portal to the domain name www.msn.com, where it has remained.In addition to its original MSN Dial-up service, Microsoft has used the 'MSN' brand name for a wide variety of products and services over the years, notably Hotmail (later Outlook.com), Messenger (which was once synonymous with 'MSN' in Internet slang and has now been replaced by Skype), and its web search engine, which is now Bing, and several other rebranded and discontinued services.
The current website and suite of apps offered by MSN was first introduced by Microsoft in 2014 as part of a complete redesign and relaunch. MSN is based in the United States and offers international versions of its portal for dozens of countries around the world."
Mediaroom,ORG,3,"Mediaroom is a collection of software for operators to deliver IPTV (IPTV) subscription services, including content-protected, live, digital video recorder, video on demand, multiscreen, and applications. These services can be delivered via a range of devices inside and outside customers' homes, including wired and Wi-Fi set top boxes, PCs, tablets, smartphones and other connected devices – over both the operator's managed IP networks as well as ""over the top"" (OTT) or unmanaged networks.
According to a marketing firm, Mediaroom was the market leader in IPTV for 2014."
Microsoft,ORG,15,"Microsoft Corporation is an American multinational technology company with headquarters in Redmond, Washington. It develops, manufactures, licenses, supports, and sells computer software, consumer electronics, personal computers, and related services. Its best known software products are the Microsoft Windows line of operating systems, the Microsoft Office suite, and the Internet Explorer and Edge web browsers. Its flagship hardware products are the Xbox video game consoles and the Microsoft Surface lineup of touchscreen personal computers. In 2016, it was the world's largest software maker by revenue (currently Alphabet/Google has more revenue). The word ""Microsoft"" is a portmanteau of ""microcomputer"" and ""software"". Microsoft is ranked No. 30 in the 2018 Fortune 500 rankings of the largest United States corporations by total revenue.Microsoft was founded by Bill Gates and Paul Allen on April 4, 1975, to develop and sell BASIC interpreters for the Altair 8800. It rose to dominate the personal computer operating system market with MS-DOS in the mid-1980s, followed by Microsoft Windows. The company's 1986 initial public offering (IPO), and subsequent rise in its share price, created three billionaires and an estimated 12,000 millionaires among Microsoft employees. Since the 1990s, it has increasingly diversified from the operating system market and has made a number of corporate acquisitions, their largest being the acquisition of LinkedIn for $26.2 billion in December 2016, followed by their acquisition of Skype Technologies for $8.5 billion in May 2011.As of 2015, Microsoft is market-dominant in the IBM PC compatible operating system market and the office software suite market, although it has lost the majority of the overall operating system market to Android. The company also produces a wide range of other consumer and enterprise software for desktops, laptops, tabs, gadgets, and servers, including Internet search (with Bing), the digital services market (through MSN), mixed reality (HoloLens), cloud computing (Azure), and software development (Visual Studio).
Steve Ballmer replaced Gates as CEO in 2000, and later envisioned a ""devices and services"" strategy. This unfolded with Microsoft acquiring Danger Inc. in 2008, entering the personal computer production market for the first time in June 2012 with the launch of the Microsoft Surface line of tablet computers, and later forming Microsoft Mobile through the acquisition of Nokia's devices and services division. Since Satya Nadella took over as CEO in 2014, the company has scaled back on hardware and has instead focused on cloud computing, a move that helped the company's shares reach its highest value since December 1999.Earlier dethroned by Apple in 2010, in 2018 Microsoft reclaimed its position as the most valuable publicly traded company in the world. In April 2019, Microsoft reached the trillion-dollar market cap, becoming the third U.S. public company to be valued at over $1 trillion after Apple and Amazon respectively."
Microsoft Business Division,ORG,5,"Microsoft Teams is a unified communication and collaboration platform that combines persistent workplace chat, video meetings, file storage (including collaboration on files), and application integration. The service integrates with the company's Office 365 subscription office productivity suite and features extensions that can integrate with non-Microsoft products. Microsoft Teams is a competitor to services such as Slack and is the evolution and upgrade path from Microsoft Skype for Business.
Microsoft announced Teams at an event in New York, and launched the service worldwide on 14 March 2017. It was created, and is currently led, by Brian MacDonald, Corporate Vice President at Microsoft."
Microsoft Dynamics,ORG,4,"Microsoft Dynamics is a line of enterprise resource planning (ERP) and customer relationship management (CRM) software applications. Microsoft markets Dynamics applications through a network of reselling partners who provide specialized services.  Microsoft Dynamics forms part of ""Microsoft Business Solutions"". Dynamics can be used with other Microsoft programs and services, such as SharePoint, Yammer, Office 365, Azure and Outlook. The Microsoft Dynamics focus-industries are retail, services, manufacturing, financial services, and the public sector. Microsoft Dynamics offers services for small, medium, and large businesses."
Microsoft Office,ORG,12,"Microsoft Office, or simply Office, is a family of client software, server software, and services developed by Microsoft. It was first announced by Bill Gates on August 1, 1988, at COMDEX in Las Vegas. Initially a marketing term for an office suite (bundled set of productivity applications), the first version of Office contained Microsoft Word, Microsoft Excel, and Microsoft PowerPoint. Over the years, Office applications have grown substantially closer with shared features such as a common spell checker, OLE data integration and Visual Basic for Applications scripting language. Microsoft also positions Office as a development platform for line-of-business software under the Office Business Applications brand. On July 10, 2012, Softpedia reported that Office was being used by over a billion people worldwide.Office is produced in several versions targeted towards different end-users and computing environments. The original, and most widely used version, is the desktop version, available for PCs running the Windows and macOS operating systems. Office in a browser, previously known as Office Online, is a version of the software that runs within a web browser, while Microsoft also maintains Office apps for Android and iOS.
Since Office 2013, Microsoft has promoted Office 365 as the primary means of obtaining Microsoft Office: it allows use of the software and other services on a subscription business model, and users receive free feature updates to the software for the lifetime of the subscription, including new features and cloud computing integration that are not necessarily included in the ""on-premises"" releases of Office sold under conventional license terms. In 2017, revenue from Office 365 overtook conventional license sales.
The current on-premises, desktop version of Office is Office 2019, released on September 24, 2018."
Microsoft Office System,ORG,2,"Microsoft Office, or simply Office, is a family of client software, server software, and services developed by Microsoft. It was first announced by Bill Gates on August 1, 1988, at COMDEX in Las Vegas. Initially a marketing term for an office suite (bundled set of productivity applications), the first version of Office contained Microsoft Word, Microsoft Excel, and Microsoft PowerPoint. Over the years, Office applications have grown substantially closer with shared features such as a common spell checker, OLE data integration and Visual Basic for Applications scripting language. Microsoft also positions Office as a development platform for line-of-business software under the Office Business Applications brand. On July 10, 2012, Softpedia reported that Office was being used by over a billion people worldwide.Office is produced in several versions targeted towards different end-users and computing environments. The original, and most widely used version, is the desktop version, available for PCs running the Windows and macOS operating systems. Office in a browser, previously known as Office Online, is a version of the software that runs within a web browser, while Microsoft also maintains Office apps for Android and iOS.
Since Office 2013, Microsoft has promoted Office 365 as the primary means of obtaining Microsoft Office: it allows use of the software and other services on a subscription business model, and users receive free feature updates to the software for the lifetime of the subscription, including new features and cloud computing integration that are not necessarily included in the ""on-premises"" releases of Office sold under conventional license terms. In 2017, revenue from Office 365 overtook conventional license sales.
The current on-premises, desktop version of Office is Office 2019, released on September 24, 2018."
Nintendo,ORG,2,"Nintendo Co., Ltd. is a Japanese multinational consumer electronics and video game company headquartered in Kyoto. Nintendo is one of the world's largest video game companies by market capitalization, creating some of the best-known and top-selling video game franchises of all-time, such as Mario, The Legend of Zelda, Animal Crossing, and Pokémon.

Nintendo was founded in 1889 by Fusajiro Yamauchi and originally produced handmade hanafuda playing cards. By 1963, the company had tried several small niche businesses, such as cab services and love hotels, without major success. Abandoning previous ventures in favor of toys in the 1960s, Nintendo developed into a video game company in the 1970s. Supplemented since the 1980s by its major divisions Nintendo of America and Nintendo of Europe, it ultimately became one of the most influential in the video game industry and one of Japan's most-valuable companies with a market value of over $37 billion in 2018."
Novell,ORG,4,"Novell, Inc.  was a software and services company headquartered in Provo, Utah. Its most significant product was the multi-platform network operating system known as Novell NetWare, which became the dominant form of personal computer networking during the second half of the 1980s and first half of the 1990s. At its high point NetWare had a 63 percent share of the market for network operating systems, and by the early 1990s there were over half a million NetWare-based networks installed worldwide. Novell technology contributed to the emergence of local area networks, which displaced the dominant mainframe computing model and changed computing worldwide. Novell became instrumental in making Utah Valley a focus for technology and software development.
Under the leadership of founder Ray Noorda, during the early- to mid-1990s Novell attempted to compete directly with Microsoft by acquiring Digital Research, Unix System Laboratories, WordPerfect, and the Quattro Pro division of Borland. These moves did not work out, and NetWare began losing market share once Microsoft bundled network services with the Windows NT operating system and its successors. Despite new products such as Novell Directory Services and GroupWise, Novell entered a long period of decline. Eventually Novell acquired SUSE Linux and attempted to refocus its technology base.
The company was an independent corporate entity until it was acquired as a wholly owned subsidiary by The Attachmate Group in 2011, which in turn was acquired in 2014 by Micro Focus International. Novell products and technologies are now integrated within various Micro Focus divisions."
OSB,ORG,8,"Oriented strand board (OSB) is a type of engineered wood similar to particle board, formed by adding adhesives and then compressing layers of wood strands (flakes) in specific orientations. It was invented by Armin Elmendorf in California in 1963. OSB may have a rough and variegated surface with the individual strips of around 2.5 cm × 15 cm (1.0 by 5.9 inches), lying unevenly across each other and comes in a variety of types and thicknesses."
Office,ORG,3,"An office is generally a room or other area where an organization's employees perform administrative work in order to support and realize objects and goals of the organization. The word ""office"" may also denote a position within an organization with specific duties attached to it (see officer, office-holder, official); the latter is in fact an earlier usage, office as place originally referring to the location of one's duty. When used as an adjective, the term ""office"" may refer to business-related tasks. In law, a company or organization has offices in any place where it has an official presence, even if that presence consists of (for example) a storage silo rather than an establishment with desk-and-chair. An office is also an architectural and design phenomenon: ranging from a small office such as a bench in the corner of a small business of extremely small size (see small office/home office), through entire floors of buildings, up to and including massive buildings dedicated entirely to one company. In modern terms an office is usually the location where white-collar workers carry out their functions. As per James Stephenson, ""Office is  that part of business enterprise which is devoted to the direction and co-ordination of its various activities.""
Offices in classical antiquity were often part of a palace complex or of a large temple. The High Middle Ages (1000–1300) saw the rise of the medieval chancery, which was usually the place where most government letters were written and where laws were copied in the administration of a kingdom. With the growth of large, complex organizations in the 18th century, the first purpose-built office spaces were constructed. As the Industrial Revolution intensified in the 18th and 19th centuries, the industries of banking, rail, insurance, retail, petroleum, and telegraphy grew dramatically, requiring many clerks, and as a result more office space was assigned to house their activities. The time-and-motion study, pioneered in manufacturing by F. W. Taylor (1856-1915) led to the ""Modern Efficiency Desk"" of 1915 with a flat top and drawers below, designed to allow managers an easy view of the workers.
However, by the middle of the 20th century, it became apparent that an efficient office required discretion in the control of privacy, and gradually the cubicle system evolved.The main purpose of an office environment is to support its occupants in performing their jobs. Work spaces in an office are typically used for conventional office activities such as reading, writing and computer work. There are nine generic types of work space, each supporting different activities. In addition to individual cubicles, one can find meeting rooms, lounges, and spaces for support activities, such as photocopying and filing. Some offices also have a kitchen area where workers can make their lunches. There are many different ways of arranging the space in an office and whilst these vary according to function, managerial fashions and the culture of specific companies can be even more important.  
While offices can be built in almost any location and in almost any building, some modern requirements for offices make this more difficult, such as requirements for light, networking, and security. The major purpose of an office building is to provide a workplace and working environment - primarily for administrative and managerial workers. These workers usually occupy set areas within the office building, and usually are provided with desks, PCs and other equipment they may need within these areas."
Oracle,ORG,5,"An oracle is a person or agency considered to provide wise and insightful counsel or prophetic predictions or precognition of the future, inspired by the gods. As such it is a form of divination."
Platforms Services Division,ORG,3,"The JBoss Enterprise Application Platform (or JBoss EAP) is a subscription-based/open-source Java EE-based application server runtime platform used for building, deploying, and hosting highly-transactional Java applications and services. The JBoss Enterprise Application Platform is part of the JBoss Enterprise Middleware portfolio of software. Because it is Java-based, the JBoss application server operates across platforms; it is usable on any operating system that supports Java. The JBoss Enterprise Application Platform was developed by JBoss, now a division of Red Hat."
